nvertices: 100000, damping factor: 0.2
Pagerank of node 88211 is: 8.74543e-06
Pagerank of node 88212 is: 7.54277e-06
Pagerank of node 88213 is: 9.94094e-06
Pagerank of node 88214 is: 9.91002e-06
Pagerank of node 88215 is: 1.19022e-05
Pagerank of node 88216 is: 9.52632e-06
Pagerank of node 88217 is: 8.04313e-06
Pagerank of node 88218 is: 7.22278e-06
Pagerank of node 88219 is: 7.66191e-06
Pagerank of node 88220 is: 9.71749e-06
Pagerank of node 88221 is: 9.57746e-06
Pagerank of node 88222 is: 1.17344e-05
Pagerank of node 88223 is: 6.79422e-06
Pagerank of node 88224 is: 8.78205e-06
Pagerank of node 88225 is: 1.16023e-05
Pagerank of node 88226 is: 9.25004e-06
Pagerank of node 88227 is: 1.0355e-05
Pagerank of node 88228 is: 1.01615e-05
Pagerank of node 88229 is: 1.08281e-05
Pagerank of node 88230 is: 9.19445e-06
Pagerank of node 88231 is: 1.38368e-05
Pagerank of node 88232 is: 9.10797e-06
Pagerank of node 88233 is: 1.25717e-05
Pagerank of node 88234 is: 7.69087e-06
Pagerank of node 88235 is: 8.16421e-06
Pagerank of node 88236 is: 1.16901e-05
Pagerank of node 88237 is: 1.07936e-05
Pagerank of node 88238 is: 1.13998e-05
Pagerank of node 88239 is: 1.25148e-05
Pagerank of node 88240 is: 7.92551e-06
Pagerank of node 88241 is: 1.31956e-05
Pagerank of node 88242 is: 9.17852e-06
Pagerank of node 88243 is: 1.00034e-05
Pagerank of node 88244 is: 1.06264e-05
Pagerank of node 88245 is: 9.82405e-06
Pagerank of node 88246 is: 1.28274e-05
Pagerank of node 88247 is: 8.74118e-06
Pagerank of node 88248 is: 1.11864e-05
Pagerank of node 88249 is: 1.08514e-05
Pagerank of node 88250 is: 1.0469e-05
Pagerank of node 88251 is: 7.14639e-06
Pagerank of node 88252 is: 1.07253e-05
Pagerank of node 88253 is: 9.97059e-06
Pagerank of node 88254 is: 8.01899e-06
Pagerank of node 88255 is: 8.05699e-06
Pagerank of node 88256 is: 9.16944e-06
Pagerank of node 88257 is: 1.11477e-05
Pagerank of node 88258 is: 8.77842e-06
Pagerank of node 88259 is: 8.34214e-06
Pagerank of node 88260 is: 1.15549e-05
Pagerank of node 88261 is: 1.16912e-05
Pagerank of node 88262 is: 8.05822e-06
Pagerank of node 88263 is: 9.00037e-06
Pagerank of node 88264 is: 8.51819e-06
Pagerank of node 88265 is: 9.5919e-06
Pagerank of node 88266 is: 1.17402e-05
Pagerank of node 88267 is: 9.10862e-06
Pagerank of node 88268 is: 8.82574e-06
Pagerank of node 88269 is: 1.0026e-05
Pagerank of node 88270 is: 9.92334e-06
Pagerank of node 88271 is: 9.54894e-06
Pagerank of node 88272 is: 1.22977e-05
Pagerank of node 88273 is: 1.12849e-05
Pagerank of node 88274 is: 1.30839e-05
Pagerank of node 88275 is: 8.72165e-06
Pagerank of node 88276 is: 1.40742e-05
Pagerank of node 88277 is: 1.02887e-05
Pagerank of node 88278 is: 1.03427e-05
Pagerank of node 88279 is: 8.35987e-06
Pagerank of node 88280 is: 1.08086e-05
Pagerank of node 88281 is: 1.0304e-05
Pagerank of node 88282 is: 1.10783e-05
Pagerank of node 88283 is: 1.24573e-05
Pagerank of node 88284 is: 8.96442e-06
Pagerank of node 88285 is: 6.87594e-06
Pagerank of node 88286 is: 1.13208e-05
Pagerank of node 88287 is: 1.0711e-05
Pagerank of node 88288 is: 8.3477e-06
Pagerank of node 88289 is: 7.53351e-06
Pagerank of node 88290 is: 1.02952e-05
Pagerank of node 88291 is: 1.11815e-05
Pagerank of node 88292 is: 1.10602e-05
Pagerank of node 88293 is: 1.1211e-05
Pagerank of node 88294 is: 9.14596e-06
Pagerank of node 88295 is: 9.2422e-06
Pagerank of node 88296 is: 9.60913e-06
Pagerank of node 88297 is: 1.15618e-05
Pagerank of node 88298 is: 9.99891e-06
Pagerank of node 88299 is: 1.3978e-05
Pagerank of node 88300 is: 1.08854e-05
Pagerank of node 88301 is: 9.91449e-06
Pagerank of node 88302 is: 9.90034e-06
Pagerank of node 88303 is: 1.15132e-05
Pagerank of node 88304 is: 8.46523e-06
Pagerank of node 88305 is: 1.50121e-05
Pagerank of node 88306 is: 1.19375e-05
Pagerank of node 88307 is: 8.73041e-06
Pagerank of node 88308 is: 8.83939e-06
Pagerank of node 88309 is: 1.15242e-05
Pagerank of node 88310 is: 1.01441e-05
Pagerank of node 88311 is: 1.20851e-05
Pagerank of node 88312 is: 7.99633e-06
Pagerank of node 88313 is: 1.00288e-05
Pagerank of node 88314 is: 1.08177e-05
Pagerank of node 88315 is: 1.07681e-05
Pagerank of node 88316 is: 9.21033e-06
Pagerank of node 88317 is: 1.11024e-05
Pagerank of node 88318 is: 1.59215e-05
Pagerank of node 88319 is: 1.08752e-05
Pagerank of node 88320 is: 7.65441e-06
Pagerank of node 88321 is: 8.47705e-06
Pagerank of node 88322 is: 1.00415e-05
Pagerank of node 88323 is: 8.78039e-06
Pagerank of node 88324 is: 1.02432e-05
Pagerank of node 88325 is: 9.58007e-06
Pagerank of node 88326 is: 1.07283e-05
Pagerank of node 88327 is: 9.96114e-06
Pagerank of node 88328 is: 1.07083e-05
Pagerank of node 88329 is: 1.24033e-05
Pagerank of node 88330 is: 1.09595e-05
Pagerank of node 88331 is: 9.25246e-06
Pagerank of node 88332 is: 8.33982e-06
Pagerank of node 88333 is: 8.73037e-06
Pagerank of node 88334 is: 7.17231e-06
Pagerank of node 88335 is: 9.5221e-06
Pagerank of node 88336 is: 1.03613e-05
Pagerank of node 88337 is: 1.07948e-05
Pagerank of node 88338 is: 9.17031e-06
Pagerank of node 88339 is: 1.14011e-05
Pagerank of node 88340 is: 1.11521e-05
Pagerank of node 88341 is: 1.28565e-05
Pagerank of node 88342 is: 9.26935e-06
Pagerank of node 88343 is: 9.22683e-06
Pagerank of node 88344 is: 1.25116e-05
Pagerank of node 88345 is: 1.23414e-05
Pagerank of node 88346 is: 1.08481e-05
Pagerank of node 88347 is: 8.80761e-06
Pagerank of node 88348 is: 1.08864e-05
Pagerank of node 88349 is: 1.22883e-05
Pagerank of node 88350 is: 8.34292e-06
Pagerank of node 88351 is: 1.10391e-05
Pagerank of node 88352 is: 1.11628e-05
Pagerank of node 88353 is: 8.27397e-06
Pagerank of node 88354 is: 1.11228e-05
Pagerank of node 88355 is: 7.51774e-06
Pagerank of node 88356 is: 9.53254e-06
Pagerank of node 88357 is: 1.06875e-05
Pagerank of node 88358 is: 9.08429e-06
Pagerank of node 88359 is: 9.8677e-06
Pagerank of node 88360 is: 1.11032e-05
Pagerank of node 88361 is: 9.22383e-06
Pagerank of node 88362 is: 1.02277e-05
Pagerank of node 88363 is: 6.49747e-06
Pagerank of node 88364 is: 8.08552e-06
Pagerank of node 88365 is: 1.04292e-05
Pagerank of node 88366 is: 7.63112e-06
Pagerank of node 88367 is: 9.20843e-06
Pagerank of node 88368 is: 1.31715e-05
Pagerank of node 88369 is: 1.20158e-05
Pagerank of node 88370 is: 8.22405e-06
Pagerank of node 88371 is: 1.1011e-05
Pagerank of node 88372 is: 1.07466e-05
Pagerank of node 88373 is: 9.2164e-06
Pagerank of node 88374 is: 9.29811e-06
Pagerank of node 88375 is: 1.04197e-05
Pagerank of node 88376 is: 8.97332e-06
Pagerank of node 88377 is: 7.95383e-06
Pagerank of node 88378 is: 1.11734e-05
Pagerank of node 88379 is: 1.21443e-05
Pagerank of node 88380 is: 1.26616e-05
Pagerank of node 88381 is: 9.3127e-06
Pagerank of node 88382 is: 1.12086e-05
Pagerank of node 88383 is: 9.91124e-06
Pagerank of node 88384 is: 1.16051e-05
Pagerank of node 88385 is: 8.88088e-06
Pagerank of node 88386 is: 1.07455e-05
Pagerank of node 88387 is: 1.04095e-05
Pagerank of node 88388 is: 7.8774e-06
Pagerank of node 88389 is: 1.03025e-05
Pagerank of node 88390 is: 6.40839e-06
Pagerank of node 88391 is: 9.46493e-06
Pagerank of node 88392 is: 1.06941e-05
Pagerank of node 88393 is: 1.14136e-05
Pagerank of node 88394 is: 1.04297e-05
Pagerank of node 88395 is: 8.52145e-06
Pagerank of node 88396 is: 1.22851e-05
Pagerank of node 88397 is: 9.32325e-06
Pagerank of node 88398 is: 7.26146e-06
Pagerank of node 88399 is: 1.31648e-05
Pagerank of node 88400 is: 8.36638e-06
Pagerank of node 88401 is: 8.84411e-06
Pagerank of node 88402 is: 9.6932e-06
Pagerank of node 88403 is: 7.5882e-06
Pagerank of node 88404 is: 5.9852e-06
Pagerank of node 88405 is: 8.47436e-06
Pagerank of node 88406 is: 8.82283e-06
Pagerank of node 88407 is: 9.1939e-06
Pagerank of node 88408 is: 1.03689e-05
Pagerank of node 88409 is: 1.03857e-05
Pagerank of node 88410 is: 9.59337e-06
Pagerank of node 88411 is: 1.11331e-05
Pagerank of node 88412 is: 1.16415e-05
Pagerank of node 88413 is: 1.15669e-05
Pagerank of node 88414 is: 8.37185e-06
Pagerank of node 88415 is: 8.74045e-06
Pagerank of node 88416 is: 1.11901e-05
Pagerank of node 88417 is: 8.83331e-06
Pagerank of node 88418 is: 8.02294e-06
Pagerank of node 88419 is: 9.92979e-06
Pagerank of node 88420 is: 1.27504e-05
Pagerank of node 88421 is: 1.01275e-05
Pagerank of node 88422 is: 7.16182e-06
Pagerank of node 88423 is: 9.93637e-06
Pagerank of node 88424 is: 1.11291e-05
Pagerank of node 88425 is: 9.53783e-06
Pagerank of node 88426 is: 9.43609e-06
Pagerank of node 88427 is: 1.13005e-05
Pagerank of node 88428 is: 1.03205e-05
Pagerank of node 88429 is: 1.02847e-05
Pagerank of node 88430 is: 9.6243e-06
Pagerank of node 88431 is: 1.38682e-05
Pagerank of node 88432 is: 9.9483e-06
Pagerank of node 88433 is: 1.38321e-05
Pagerank of node 88434 is: 1.12449e-05
Pagerank of node 88435 is: 7.63755e-06
Pagerank of node 88436 is: 7.26615e-06
Pagerank of node 88437 is: 6.87055e-06
Pagerank of node 88438 is: 1.0432e-05
Pagerank of node 88439 is: 9.12136e-06
Pagerank of node 88440 is: 1.08752e-05
Pagerank of node 88441 is: 8.37553e-06
Pagerank of node 88442 is: 7.78994e-06
Pagerank of node 88443 is: 1.03865e-05
Pagerank of node 88444 is: 1.08246e-05
Pagerank of node 88445 is: 1.3178e-05
Pagerank of node 88446 is: 7.51892e-06
Pagerank of node 88447 is: 1.20615e-05
Pagerank of node 88448 is: 1.03066e-05
Pagerank of node 88449 is: 1.04491e-05
Pagerank of node 88450 is: 1.03617e-05
Pagerank of node 88451 is: 1.17379e-05
Pagerank of node 88452 is: 8.08771e-06
Pagerank of node 88453 is: 1.07432e-05
Pagerank of node 88454 is: 8.78934e-06
Pagerank of node 88455 is: 9.92684e-06
Pagerank of node 88456 is: 1.43839e-05
Pagerank of node 88457 is: 8.35908e-06
Pagerank of node 88458 is: 9.52743e-06
Pagerank of node 88459 is: 1.39817e-05
Pagerank of node 88460 is: 1.06882e-05
Pagerank of node 88461 is: 8.86049e-06
Pagerank of node 88462 is: 1.11409e-05
Pagerank of node 88463 is: 9.04549e-06
Pagerank of node 88464 is: 8.79196e-06
Pagerank of node 88465 is: 1.2171e-05
Pagerank of node 88466 is: 7.12863e-06
Pagerank of node 88467 is: 9.32054e-06
Pagerank of node 88468 is: 6.82127e-06
Pagerank of node 88469 is: 1.37206e-05
Pagerank of node 88470 is: 8.41246e-06
Pagerank of node 88471 is: 9.45524e-06
Pagerank of node 88472 is: 9.12635e-06
Pagerank of node 88473 is: 1.1233e-05
Pagerank of node 88474 is: 9.32221e-06
Pagerank of node 88475 is: 7.95897e-06
Pagerank of node 88476 is: 8.87789e-06
Pagerank of node 88477 is: 8.76656e-06
Pagerank of node 88478 is: 1.04259e-05
Pagerank of node 88479 is: 1.36906e-05
Pagerank of node 88480 is: 7.58562e-06
Pagerank of node 88481 is: 9.22278e-06
Pagerank of node 88482 is: 6.85252e-06
Pagerank of node 88483 is: 8.96052e-06
Pagerank of node 88484 is: 8.48548e-06
Pagerank of node 88485 is: 9.2221e-06
Pagerank of node 88486 is: 1.19077e-05
Pagerank of node 88487 is: 1.18533e-05
Pagerank of node 88488 is: 1.03329e-05
Pagerank of node 88489 is: 8.36946e-06
Pagerank of node 88490 is: 1.20467e-05
Pagerank of node 88491 is: 9.25288e-06
Pagerank of node 88492 is: 9.83037e-06
Pagerank of node 88493 is: 1.00746e-05
Pagerank of node 88494 is: 8.40058e-06
Pagerank of node 88495 is: 1.26763e-05
Pagerank of node 88496 is: 9.77321e-06
Pagerank of node 88497 is: 7.59568e-06
Pagerank of node 88498 is: 1.03501e-05
Pagerank of node 88499 is: 8.91279e-06
Pagerank of node 88500 is: 8.77038e-06
Pagerank of node 88501 is: 9.91415e-06
Pagerank of node 88502 is: 9.141e-06
Pagerank of node 88503 is: 9.8907e-06
Pagerank of node 88504 is: 1.15507e-05
Pagerank of node 88505 is: 9.92628e-06
Pagerank of node 88506 is: 1.09959e-05
Pagerank of node 88507 is: 1.01125e-05
Pagerank of node 88508 is: 1.4069e-05
Pagerank of node 88509 is: 7.16594e-06
Pagerank of node 88510 is: 8.80922e-06
Pagerank of node 88511 is: 8.48106e-06
Pagerank of node 88512 is: 1.00142e-05
Pagerank of node 88513 is: 1.15874e-05
Pagerank of node 88514 is: 1.03462e-05
Pagerank of node 88515 is: 1.11809e-05
Pagerank of node 88516 is: 9.87952e-06
Pagerank of node 88517 is: 1.18564e-05
Pagerank of node 88518 is: 8.76328e-06
Pagerank of node 88519 is: 1.09254e-05
Pagerank of node 88520 is: 5.25347e-06
Pagerank of node 88521 is: 9.66415e-06
Pagerank of node 88522 is: 1.15459e-05
Pagerank of node 88523 is: 1.12011e-05
Pagerank of node 88524 is: 7.57993e-06
Pagerank of node 88525 is: 9.95795e-06
Pagerank of node 88526 is: 9.5854e-06
Pagerank of node 88527 is: 9.55015e-06
Pagerank of node 88528 is: 1.06413e-05
Pagerank of node 88529 is: 1.19e-05
Pagerank of node 88530 is: 1.075e-05
Pagerank of node 88531 is: 1.07075e-05
Pagerank of node 88532 is: 1.03292e-05
Pagerank of node 88533 is: 1.07178e-05
Pagerank of node 88534 is: 1.08382e-05
Pagerank of node 88535 is: 8.43961e-06
Pagerank of node 88536 is: 8.75907e-06
Pagerank of node 88537 is: 1.197e-05
Pagerank of node 88538 is: 1.38392e-05
Pagerank of node 88539 is: 9.92019e-06
Pagerank of node 88540 is: 1.16382e-05
Pagerank of node 88541 is: 9.65261e-06
Pagerank of node 88542 is: 1.19132e-05
Pagerank of node 88543 is: 1.17492e-05
Pagerank of node 88544 is: 1.0046e-05
Pagerank of node 88545 is: 1.01165e-05
Pagerank of node 88546 is: 9.77612e-06
Pagerank of node 88547 is: 8.0274e-06
Pagerank of node 88548 is: 9.64531e-06
Pagerank of node 88549 is: 1.25578e-05
Pagerank of node 88550 is: 1.10057e-05
Pagerank of node 88551 is: 1.02939e-05
Pagerank of node 88552 is: 8.84033e-06
Pagerank of node 88553 is: 8.35904e-06
Pagerank of node 88554 is: 1.13195e-05
Pagerank of node 88555 is: 1.11958e-05
Pagerank of node 88556 is: 1.0275e-05
Pagerank of node 88557 is: 1.0403e-05
Pagerank of node 88558 is: 1.10335e-05
Pagerank of node 88559 is: 1.04131e-05
Pagerank of node 88560 is: 9.28331e-06
Pagerank of node 88561 is: 8.80671e-06
Pagerank of node 88562 is: 1.07769e-05
Pagerank of node 88563 is: 1.03618e-05
Pagerank of node 88564 is: 1.113e-05
Pagerank of node 88565 is: 9.55957e-06
Pagerank of node 88566 is: 1.08646e-05
Pagerank of node 88567 is: 8.64544e-06
Pagerank of node 88568 is: 9.91509e-06
Pagerank of node 88569 is: 1.13932e-05
Pagerank of node 88570 is: 8.80322e-06
Pagerank of node 88571 is: 1.30854e-05
Pagerank of node 88572 is: 1.24537e-05
Pagerank of node 88573 is: 8.64659e-06
Pagerank of node 88574 is: 8.3318e-06
Pagerank of node 88575 is: 9.94707e-06
Pagerank of node 88576 is: 1.3693e-05
Pagerank of node 88577 is: 1.19527e-05
Pagerank of node 88578 is: 1.14206e-05
Pagerank of node 88579 is: 7.98485e-06
Pagerank of node 88580 is: 1.12711e-05
Pagerank of node 88581 is: 1.14709e-05
Pagerank of node 88582 is: 1.09102e-05
Pagerank of node 88583 is: 7.48698e-06
Pagerank of node 88584 is: 8.84831e-06
Pagerank of node 88585 is: 1.04487e-05
Pagerank of node 88586 is: 5.58766e-06
Pagerank of node 88587 is: 1.00236e-05
Pagerank of node 88588 is: 9.19093e-06
Pagerank of node 88589 is: 1.30358e-05
Pagerank of node 88590 is: 1.07022e-05
Pagerank of node 88591 is: 1.15074e-05
Pagerank of node 88592 is: 1.27652e-05
Pagerank of node 88593 is: 1.08169e-05
Pagerank of node 88594 is: 6.43934e-06
Pagerank of node 88595 is: 1.01454e-05
Pagerank of node 88596 is: 1.02888e-05
Pagerank of node 88597 is: 1.23877e-05
Pagerank of node 88598 is: 1.04911e-05
Pagerank of node 88599 is: 9.51837e-06
Pagerank of node 88600 is: 1.12743e-05
Pagerank of node 88601 is: 1.11674e-05
Pagerank of node 88602 is: 1.17659e-05
Pagerank of node 88603 is: 1.32487e-05
Pagerank of node 88604 is: 7.52021e-06
Pagerank of node 88605 is: 1.07078e-05
Pagerank of node 88606 is: 1.18936e-05
Pagerank of node 88607 is: 1.10839e-05
Pagerank of node 88608 is: 9.64264e-06
Pagerank of node 88609 is: 1.03418e-05
Pagerank of node 88610 is: 9.93814e-06
Pagerank of node 88611 is: 1.03171e-05
Pagerank of node 88612 is: 9.85247e-06
Pagerank of node 88613 is: 9.22919e-06
Pagerank of node 88614 is: 8.50467e-06
Pagerank of node 88615 is: 1.13344e-05
Pagerank of node 88616 is: 1.32938e-05
Pagerank of node 88617 is: 8.83094e-06
Pagerank of node 88618 is: 9.56207e-06
Pagerank of node 88619 is: 1.2802e-05
Pagerank of node 88620 is: 9.13791e-06
Pagerank of node 88621 is: 1.16121e-05
Pagerank of node 88622 is: 1.06774e-05
Pagerank of node 88623 is: 8.03927e-06
Pagerank of node 88624 is: 1.72997e-05
Pagerank of node 88625 is: 8.8189e-06
Pagerank of node 88626 is: 8.53444e-06
Pagerank of node 88627 is: 1.2378e-05
Pagerank of node 88628 is: 9.14489e-06
Pagerank of node 88629 is: 1.08882e-05
Pagerank of node 88630 is: 1.39007e-05
Pagerank of node 88631 is: 8.75825e-06
Pagerank of node 88632 is: 1.08287e-05
Pagerank of node 88633 is: 8.71093e-06
Pagerank of node 88634 is: 1.11417e-05
Pagerank of node 88635 is: 1.07005e-05
Pagerank of node 88636 is: 1.06225e-05
Pagerank of node 88637 is: 1.60025e-05
Pagerank of node 88638 is: 9.93298e-06
Pagerank of node 88639 is: 8.4551e-06
Pagerank of node 88640 is: 9.60018e-06
Pagerank of node 88641 is: 8.46531e-06
Pagerank of node 88642 is: 8.87238e-06
Pagerank of node 88643 is: 1.0328e-05
Pagerank of node 88644 is: 1.07544e-05
Pagerank of node 88645 is: 1.00103e-05
Pagerank of node 88646 is: 1.07981e-05
Pagerank of node 88647 is: 9.08559e-06
Pagerank of node 88648 is: 1.19432e-05
Pagerank of node 88649 is: 8.83467e-06
Pagerank of node 88650 is: 8.92731e-06
Pagerank of node 88651 is: 7.37269e-06
Pagerank of node 88652 is: 9.21736e-06
Pagerank of node 88653 is: 1.057e-05
Pagerank of node 88654 is: 9.93951e-06
Pagerank of node 88655 is: 9.49324e-06
Pagerank of node 88656 is: 1.07348e-05
Pagerank of node 88657 is: 9.92675e-06
Pagerank of node 88658 is: 1.17249e-05
Pagerank of node 88659 is: 1.06358e-05
Pagerank of node 88660 is: 1.15526e-05
Pagerank of node 88661 is: 1.16552e-05
Pagerank of node 88662 is: 1.1555e-05
Pagerank of node 88663 is: 7.5194e-06
Pagerank of node 88664 is: 1.00212e-05
Pagerank of node 88665 is: 8.40909e-06
Pagerank of node 88666 is: 9.55352e-06
Pagerank of node 88667 is: 9.17231e-06
Pagerank of node 88668 is: 8.72489e-06
Pagerank of node 88669 is: 1.15912e-05
Pagerank of node 88670 is: 7.98598e-06
Pagerank of node 88671 is: 1.08053e-05
Pagerank of node 88672 is: 8.33193e-06
Pagerank of node 88673 is: 8.83661e-06
Pagerank of node 88674 is: 9.60369e-06
Pagerank of node 88675 is: 8.77282e-06
Pagerank of node 88676 is: 8.12074e-06
Pagerank of node 88677 is: 6.70067e-06
Pagerank of node 88678 is: 9.79043e-06
Pagerank of node 88679 is: 1.01084e-05
Pagerank of node 88680 is: 8.16516e-06
Pagerank of node 88681 is: 1.08118e-05
Pagerank of node 88682 is: 1.02003e-05
Pagerank of node 88683 is: 9.92795e-06
Pagerank of node 88684 is: 1.14435e-05
Pagerank of node 88685 is: 1.14908e-05
Pagerank of node 88686 is: 1.24313e-05
Pagerank of node 88687 is: 1.03723e-05
Pagerank of node 88688 is: 1.03183e-05
Pagerank of node 88689 is: 8.37463e-06
Pagerank of node 88690 is: 9.9348e-06
Pagerank of node 88691 is: 1.00411e-05
Pagerank of node 88692 is: 1.00996e-05
Pagerank of node 88693 is: 6.38128e-06
Pagerank of node 88694 is: 9.73569e-06
Pagerank of node 88695 is: 1.07539e-05
Pagerank of node 88696 is: 1.16145e-05
Pagerank of node 88697 is: 7.56486e-06
Pagerank of node 88698 is: 1.45039e-05
Pagerank of node 88699 is: 1.1846e-05
Pagerank of node 88700 is: 9.18864e-06
Pagerank of node 88701 is: 1.15632e-05
Pagerank of node 88702 is: 9.64301e-06
Pagerank of node 88703 is: 6.74409e-06
Pagerank of node 88704 is: 8.87766e-06
Pagerank of node 88705 is: 1.08106e-05
Pagerank of node 88706 is: 9.12791e-06
Pagerank of node 88707 is: 1.19515e-05
Pagerank of node 88708 is: 9.56688e-06
Pagerank of node 88709 is: 1.24413e-05
Pagerank of node 88710 is: 1.00518e-05
Pagerank of node 88711 is: 9.87907e-06
Pagerank of node 88712 is: 9.91853e-06
Pagerank of node 88713 is: 9.56468e-06
Pagerank of node 88714 is: 1.10805e-05
Pagerank of node 88715 is: 1.04331e-05
Pagerank of node 88716 is: 9.58229e-06
Pagerank of node 88717 is: 1.07188e-05
Pagerank of node 88718 is: 1.08759e-05
Pagerank of node 88719 is: 1.04162e-05
Pagerank of node 88720 is: 1.07645e-05
Pagerank of node 88721 is: 8.72504e-06
Pagerank of node 88722 is: 1.04852e-05
Pagerank of node 88723 is: 1.0863e-05
Pagerank of node 88724 is: 1.15773e-05
Pagerank of node 88725 is: 1.29904e-05
Pagerank of node 88726 is: 1.04026e-05
Pagerank of node 88727 is: 1.06845e-05
Pagerank of node 88728 is: 1.17918e-05
Pagerank of node 88729 is: 1.34099e-05
Pagerank of node 88730 is: 9.53506e-06
Pagerank of node 88731 is: 9.56535e-06
Pagerank of node 88732 is: 1.12953e-05
Pagerank of node 88733 is: 8.85251e-06
Pagerank of node 88734 is: 9.16408e-06
Pagerank of node 88735 is: 1.26424e-05
Pagerank of node 88736 is: 1.32929e-05
Pagerank of node 88737 is: 1.1714e-05
Pagerank of node 88738 is: 7.50419e-06
Pagerank of node 88739 is: 9.6043e-06
Pagerank of node 88740 is: 1.04024e-05
Pagerank of node 88741 is: 8.77786e-06
Pagerank of node 88742 is: 1.08147e-05
Pagerank of node 88743 is: 9.0878e-06
Pagerank of node 88744 is: 9.56922e-06
Pagerank of node 88745 is: 9.19235e-06
Pagerank of node 88746 is: 1.21133e-05
Pagerank of node 88747 is: 1.02281e-05
Pagerank of node 88748 is: 1.18997e-05
Pagerank of node 88749 is: 8.84646e-06
Pagerank of node 88750 is: 1.1662e-05
Pagerank of node 88751 is: 1.08215e-05
Pagerank of node 88752 is: 7.93828e-06
Pagerank of node 88753 is: 1.1176e-05
Pagerank of node 88754 is: 7.63364e-06
Pagerank of node 88755 is: 1.30554e-05
Pagerank of node 88756 is: 1.53526e-05
Pagerank of node 88757 is: 1.06342e-05
Pagerank of node 88758 is: 9.96987e-06
Pagerank of node 88759 is: 1.3177e-05
Pagerank of node 88760 is: 1.27419e-05
Pagerank of node 88761 is: 8.73618e-06
Pagerank of node 88762 is: 1.02948e-05
Pagerank of node 88763 is: 1.06875e-05
Pagerank of node 88764 is: 1.16306e-05
Pagerank of node 88765 is: 9.19211e-06
Pagerank of node 88766 is: 6.88739e-06
Pagerank of node 88767 is: 1.04051e-05
Pagerank of node 88768 is: 1e-05
Pagerank of node 88769 is: 9.21199e-06
Pagerank of node 88770 is: 7.98655e-06
Pagerank of node 88771 is: 9.53271e-06
Pagerank of node 88772 is: 9.61387e-06
Pagerank of node 88773 is: 1.20903e-05
Pagerank of node 88774 is: 7.96257e-06
Pagerank of node 88775 is: 1.04274e-05
Pagerank of node 88776 is: 8.26868e-06
Pagerank of node 88777 is: 5.24698e-06
Pagerank of node 88778 is: 1.32924e-05
Pagerank of node 88779 is: 9.65647e-06
Pagerank of node 88780 is: 1.03243e-05
Pagerank of node 88781 is: 9.78607e-06
Pagerank of node 88782 is: 1.2791e-05
Pagerank of node 88783 is: 9.26756e-06
Pagerank of node 88784 is: 9.5036e-06
Pagerank of node 88785 is: 9.23948e-06
Pagerank of node 88786 is: 1.19515e-05
Pagerank of node 88787 is: 1.10317e-05
Pagerank of node 88788 is: 8.77034e-06
Pagerank of node 88789 is: 8.49994e-06
Pagerank of node 88790 is: 1.19566e-05
Pagerank of node 88791 is: 1.19102e-05
Pagerank of node 88792 is: 8.39414e-06
Pagerank of node 88793 is: 8.45684e-06
Pagerank of node 88794 is: 7.59073e-06
Pagerank of node 88795 is: 1.11351e-05
Pagerank of node 88796 is: 1.2494e-05
Pagerank of node 88797 is: 9.53039e-06
Pagerank of node 88798 is: 1.07969e-05
Pagerank of node 88799 is: 8.41546e-06
Pagerank of node 88800 is: 1.03231e-05
Pagerank of node 88801 is: 7.99314e-06
Pagerank of node 88802 is: 1.04179e-05
Pagerank of node 88803 is: 1.03535e-05
Pagerank of node 88804 is: 8.442e-06
Pagerank of node 88805 is: 1.24002e-05
Pagerank of node 88806 is: 1.3638e-05
Pagerank of node 88807 is: 5.69012e-06
Pagerank of node 88808 is: 1.28434e-05
Pagerank of node 88809 is: 1.12065e-05
Pagerank of node 88810 is: 1.06571e-05
Pagerank of node 88811 is: 1.11812e-05
Pagerank of node 88812 is: 8.43194e-06
Pagerank of node 88813 is: 1.08464e-05
Pagerank of node 88814 is: 1.04273e-05
Pagerank of node 88815 is: 8.04201e-06
Pagerank of node 88816 is: 9.58583e-06
Pagerank of node 88817 is: 1.04039e-05
Pagerank of node 88818 is: 8.83035e-06
Pagerank of node 88819 is: 1.03698e-05
Pagerank of node 88820 is: 1.42729e-05
Pagerank of node 88821 is: 8.71583e-06
Pagerank of node 88822 is: 9.57612e-06
Pagerank of node 88823 is: 1.1284e-05
Pagerank of node 88824 is: 1.11343e-05
Pagerank of node 88825 is: 8.30584e-06
Pagerank of node 88826 is: 1.00366e-05
Pagerank of node 88827 is: 8.8367e-06
Pagerank of node 88828 is: 9.61574e-06
Pagerank of node 88829 is: 1.31891e-05
Pagerank of node 88830 is: 8.36245e-06
Pagerank of node 88831 is: 8.77314e-06
Pagerank of node 88832 is: 1.08227e-05
Pagerank of node 88833 is: 8.7761e-06
Pagerank of node 88834 is: 9.60619e-06
Pagerank of node 88835 is: 6.72883e-06
Pagerank of node 88836 is: 8.01153e-06
Pagerank of node 88837 is: 8.55123e-06
Pagerank of node 88838 is: 8.08886e-06
Pagerank of node 88839 is: 9.23161e-06
Pagerank of node 88840 is: 1.11803e-05
Pagerank of node 88841 is: 1.15876e-05
Pagerank of node 88842 is: 9.93375e-06
Pagerank of node 88843 is: 8.70792e-06
Pagerank of node 88844 is: 1.34721e-05
Pagerank of node 88845 is: 8.3693e-06
